dt;x;y;z;a;b;c;j_cfg
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
